date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
08/07/2012,9.7,4,,,,,,,,
09/07/2012,9.5,5.3,16.2,,,,,,,
10/07/2012,7.6,4.3,14,,,,,,,
11/07/2012,5.7,0.2,11.5,,,,,,,
12/07/2012,8.4,3.1,,2,,,,,,
13/07/2012,10.8,4.7,,0,,,,,,
14/07/2012,8.5,3.6,17.5,,,,,,,
15/07/2012,5.9,2.1,13.3,,,,,,,
16/07/2012,6.8,2.6,,,,,,,,
17/07/2012,6.2,0.4,,,,,,,,
18/07/2012,9.8,2.6,,,,,,,,
19/07/2012,12.3,6,,,,,,,,
20/07/2012,13.9,9,20,,,,,,,
21/07/2012,14,9.7,19.2,,,,,,,
22/07/2012,10.2,5,20,,,,,,,
23/07/2012,9,6.7,14.5,,,,,,,
24/07/2012,8.9,5.4,,,,,,,,
25/07/2012,7.4,1,14.5,,,,,,,
26/07/2012,10.3,3.9,,,,,,,,
27/07/2012,7,1.6,16.7,,,,,,,
28/07/2012,9.9,4.8,,,,,,,,
29/07/2012,10.7,5.7,19.2,,,,,,,
30/07/2012,6.3,0.1,14.2,,,,,,,
31/07/2012,10.3,3.2,,,,,,,,
01/08/2012,12,9.5,14.6,3,,,,,,
02/08/2012,10.5,8.3,14,0,,,,,,
03/08/2012,10.9,9.7,13.1,49,,,,,,
04/08/2012,10.3,8.1,,19.1,,,,,,
05/08/2012,10.8,7.8,,0,,,,,,
06/08/2012,11.1,7.3,16,,,,,,,
07/08/2012,14.6,10.5,,0,,,,,,
08/08/2012,12.8,,18.4,13,,,,,,
09/08/2012,12.8,10.8,,0.5,,,,,,
10/08/2012,14.7,9.9,,0,,,,,,
11/08/2012,15.2,12.8,21.8,,,,,,,
12/08/2012,14.1,10.5,16.3,31,,,,,,
13/08/2012,10.6,4,18,0,,,,,,
14/08/2012,13.4,7.7,18,3,,,,,,
15/08/2012,15.5,11,,48,,,,,,
16/08/2012,14.6,13.5,17.7,1,,,,,,
17/08/2012,16.2,14,,2,,,,,,
18/08/2012,17.1,15.7,18,53.1,,,,,,
19/08/2012,14.5,9.5,,0,,,,,,
20/08/2012,14.9,12,20,,,,,,,
21/08/2012,13.9,11.5,,0,,,,,,
22/08/2012,16.9,11.4,,,,,,,,
23/08/2012,23.7,15.7,,,,,,,,
24/08/2012,13.4,9.6,27.9,8.9,,,,,,
25/08/2012,8.7,4.4,13,0.5,,,,,,
26/08/2012,7.7,3.3,12.5,0,,,,,,
27/08/2012,8.5,3.6,,,,,,,,
28/08/2012,9.5,4.3,,,,,,,,
29/08/2012,13.2,5.3,,,,,,,,
30/08/2012,15.6,11.2,,,,,,,,
31/08/2012,16.4,10.1,,,,,,,,
01/09/2012,18,11.2,23.5,,,,,,,
02/09/2012,17.9,12.6,,,,,,,,
03/09/2012,13,9.9,26,,,,,,,
04/09/2012,14.7,12.1,17.9,0,,,,,,
05/09/2012,12.7,11.6,16.5,1,,,,,,
06/09/2012,12.2,10,,0,,,,,,
07/09/2012,16.1,12.3,,23.1,,,,,,
08/09/2012,16.8,12.3,,5.1,,,,,,
09/09/2012,12.9,8.5,22,0,,,,,,
10/09/2012,12.8,7.8,17.9,,,,,,,
11/09/2012,15.6,11.9,,,,,,,,
12/09/2012,18.7,12.1,,,,,,,,
13/09/2012,19.8,15.1,26.5,,,,,,,
14/09/2012,19.9,16,24.9,,,,,,,
15/09/2012,20.7,15.5,24.7,,,,,,,
16/09/2012,18.7,15.3,25.5,0,,,,,,
17/09/2012,16.7,12.2,21.2,0.3,,,,,,
18/09/2012,14,12.2,21,0,,,,,,
19/09/2012,11.5,9.6,18.3,50,,,,,,
20/09/2012,12.2,7.5,,4.1,,,,,,
21/09/2012,13.5,7.8,20.8,1,,,,,,
22/09/2012,15.2,7.6,,0,,,,,,
23/09/2012,16.1,12.6,22.6,,,,,,,
24/09/2012,16.2,,20.6,,,,,,,
25/09/2012,9.9,4.8,16.6,,,,,,,
26/09/2012,9.2,3.6,14.4,,,,,,,
27/09/2012,12.2,8,,,,,,,,
28/09/2012,16.3,10.7,,,,,,,,
29/09/2012,17.4,14.8,,0,,,,,,
30/09/2012,18.5,14.6,,,,,,,,
01/10/2012,18.4,14.9,24.6,,,,,,,
02/10/2012,15.3,14.1,24.4,1,,,,,,
03/10/2012,15.3,12.6,,0,,,,,,
04/10/2012,14.7,8,,,,,,,,
05/10/2012,18.5,15.1,,,,,,,,
06/10/2012,19.4,16.2,24.5,46,,,,,,
07/10/2012,16.5,14.3,22.5,0,,,,,,
08/10/2012,17.2,14.5,,11.9,,,,,,
09/10/2012,19.5,16.6,,0,,,,,,
10/10/2012,13,8,22.9,0,,,,,,
11/10/2012,13.6,10,,,,,,,,
12/10/2012,17.1,12.5,,,,,,,,
13/10/2012,19.2,14.8,,,,,,,,
14/10/2012,20.3,16.3,24.1,,,,,,,
15/10/2012,21,18.6,25.1,,,,,,,
16/10/2012,16.2,12.9,24.6,32,,,,,,
17/10/2012,16.8,13.6,,9.9,,,,,,
18/10/2012,16.1,10.1,21.7,0,,,,,,
19/10/2012,17.9,15.1,20.5,3,,,,,,
20/10/2012,17.4,13.2,,0,,,,,,
21/10/2012,18.3,13,,0.5,,,,,,
22/10/2012,17.2,14.4,25.3,35.1,,,,,,
23/10/2012,15.4,12.1,20.5,16,,,,,,
24/10/2012,17.4,10.2,,0,,,,,,
25/10/2012,18.9,11.6,,,,,,,,
26/10/2012,22.2,17.9,,,,,,,,
27/10/2012,23.8,17.1,,,,,,,,
28/10/2012,21.8,17.8,,,,,,,,
29/10/2012,20.2,18.3,26.6,90.9,,,,,,
30/10/2012,18.8,15.5,,26.9,,,,,,
31/10/2012,18.9,13.5,23.5,0,,,,,,
01/11/2012,21.3,14.6,,,,,,,,
02/11/2012,22.3,14.1,28.6,,,,,,,
03/11/2012,24.4,18,,,,,,,,
04/11/2012,22.8,18.2,31.2,,,,,,,
05/11/2012,25.4,20.6,,,,,,,,
06/11/2012,28.1,22.5,,,,,,,,
07/11/2012,29.8,24,35.2,,,,,,,
08/11/2012,29,24.5,35.2,,,,,,,
09/11/2012,23.7,,34.6,,,,,,,
10/11/2012,15.4,10.8,28,,,,,,,
11/11/2012,16.9,12.8,20.5,,,,,,,
12/11/2012,17.5,13.1,21.3,,,,,,,
13/11/2012,17.9,11.2,,,,,,,,
14/11/2012,19.4,15.8,,,,,,,,
15/11/2012,20.9,17.5,,,,,,,,
16/11/2012,22.4,18.9,,,,,,,,
17/11/2012,23.1,20.4,,,,,,,,
18/11/2012,22.3,19.4,28.4,1,,,,,,
19/11/2012,22.4,16.9,,0.3,,,,,,
20/11/2012,24.2,17.7,29.8,0,,,,,,
21/11/2012,25.9,21.3,,,,,,,,
22/11/2012,23.5,,32.6,6.1,,,,,,
23/11/2012,19.1,15.2,26,23.1,,,,,,
24/11/2012,20.1,12.6,,0,,,,,,
25/11/2012,18.8,13.6,26.8,,,,,,,
26/11/2012,20.3,15.4,23.5,5.1,,,,,,
27/11/2012,23.8,15.5,,0,,,,,,
28/11/2012,23.8,18.8,33,,,,,,,
29/11/2012,20.7,17.4,26.4,,,,,,,
30/11/2012,21.8,17.6,,22.1,,,,,,
01/12/2012,22.8,15.7,,0,,,,,,
02/12/2012,25.3,19.6,,,,,,,,
03/12/2012,26.8,20.5,32.6,14,,,,,,
04/12/2012,26.5,22.5,32.3,0,,,,,,
05/12/2012,26.9,23.8,31.1,,,,,,,
06/12/2012,23.9,,32.1,2,,,,,,
07/12/2012,22.1,16.5,,121.9,,,,,,
08/12/2012,23.4,16.8,,0,,,,,,
09/12/2012,25.3,17,,,,,,,,
10/12/2012,25.3,,33.1,,,,,,,
11/12/2012,22.2,15.5,32.9,46,,,,,,
12/12/2012,26.3,17.6,,0,,,,,,
13/12/2012,25.6,18.3,33.4,,,,,,,
14/12/2012,24.6,19.2,29.2,,,,,,,
15/12/2012,26.3,21,,0,,,,,,
16/12/2012,24.1,,32.8,1,,,,,,
17/12/2012,21.7,16.1,26.4,9.9,,,,,,
18/12/2012,20.5,16.1,27,0,,,,,,
19/12/2012,22.7,19.4,,,,,,,,
20/12/2012,22.3,,26.4,36.1,,,,,,
21/12/2012,22.5,17.3,,0,,,,,,
22/12/2012,24.9,18.5,,,,,,,,
23/12/2012,26.3,21.1,30.8,,,,,,,
24/12/2012,30.1,24.4,,,,,,,,
25/12/2012,25.5,20.5,37.1,24.9,,,,,,
26/12/2012,20.4,15.4,27,0.3,,,,,,
27/12/2012,19.8,15.6,25.7,0,,,,,,
28/12/2012,22.6,18.1,,,,,,,,
29/12/2012,25.1,20,,,,,,,,
30/12/2012,27.3,22.6,,,,,,,,
31/12/2012,27.3,,33.9,,,,,,,
01/01/2013,17.9,11.6,31.5,3,,,,,,
02/01/2013,18.2,11.4,22.5,,,,,,,
03/01/2013,21.3,17.6,,,,,,,,
04/01/2013,25.7,17.6,,,,,,,,
05/01/2013,25.8,20.2,31.2,29,,,,,,
06/01/2013,25.8,20.6,,0,,,,,,
07/01/2013,28.2,23.8,,,,,,,,
08/01/2013,24.5,20,33.7,0,,,,,,
09/01/2013,25.6,21.9,29.6,,,,,,,
10/01/2013,26.7,22.6,,,,,,,,
11/01/2013,26.8,22.7,31.9,,,,,,,
12/01/2013,26.4,20.1,31.6,,,,,,,
13/01/2013,26.6,14.4,,,,,,,,
14/01/2013,26.7,23,31,,,,,,,
15/01/2013,26.2,22.3,30.6,,,,,,,
16/01/2013,26.7,23.1,,,,,,,,
17/01/2013,24.6,20.4,31.9,10.9,,,,,,
18/01/2013,24.7,19.2,30.2,0,,,,,,
19/01/2013,20.9,18.4,30.6,0,,,,,,
20/01/2013,21.2,17.4,,11.9,,,,,,
21/01/2013,23.3,18,,0,,,,,,
22/01/2013,24.9,21.2,,,,,,,,
23/01/2013,26.1,21.2,,,,,,,,
24/01/2013,29.3,24.2,,0.3,,,,,,
25/01/2013,20.2,14.3,,0,,,,,,
26/01/2013,20.7,12.8,,,,,,,,
27/01/2013,24.7,19,,,,,,,,
28/01/2013,28.3,19.1,,,,,,,,
29/01/2013,29.6,23.2,36.8,,,,,,,
30/01/2013,27.9,23.1,34.8,,,,,,,
31/01/2013,27.9,23.1,33.8,,,,,,,
01/02/2013,29.6,23.8,,0,,,,,,
02/02/2013,25.1,20,37.4,24.9,,,,,,
03/02/2013,20.6,15.4,28.7,0,,,,,,
04/02/2013,20.9,16.1,,,,,,,,
05/02/2013,23.4,16.3,,,,,,,,
06/02/2013,24.9,20.9,30.1,,,,,,,
07/02/2013,25,20.8,29.7,,,,,,,
08/02/2013,26.1,22.3,,,,,,,,
09/02/2013,26.3,22.8,31.2,,,,,,,
10/02/2013,27.5,24,,3,,,,,,
11/02/2013,24.2,20.5,33.2,10.9,,,,,,
12/02/2013,27.8,22.5,,0,,,,,,
13/02/2013,27.1,23.7,34.6,0,,,,,,
14/02/2013,24.9,21.1,30.9,,,,,,,
15/02/2013,27,21.6,,4.1,,,,,,
16/02/2013,28.2,24.1,,0,,,,,,
17/02/2013,27.2,23.1,33.4,0.3,,,,,,
18/02/2013,21.5,16.5,31.4,0,,,,,,
19/02/2013,18.8,,27.5,3,,,,,,
20/02/2013,20.4,16.2,,6.1,,,,,,
21/02/2013,20.8,18.2,,41.9,,,,,,
22/02/2013,22.1,18.6,26.2,0,,,,,,
23/02/2013,23.3,19.1,,,,,,,,
24/02/2013,24.7,19.9,,21.1,,,,,,
25/02/2013,20.2,14.2,29.9,0,,,,,,
26/02/2013,18,11.9,24.7,,,,,,,
27/02/2013,18.3,11.3,24.4,,,,,,,
28/02/2013,21.2,17.5,,,,,,,,
01/03/2013,22.3,19.1,,,,,,,,
02/03/2013,22.9,19.9,28.2,46,,,,,,
03/03/2013,19.2,15.2,26.6,0,,,,,,
04/03/2013,17.4,12.2,23.8,,,,,,,
05/03/2013,19.9,12.6,,,,,,,,
06/03/2013,22.3,17.1,,,,,,,,
07/03/2013,24,16.9,29.3,,,,,,,
08/03/2013,24.3,19.6,,,,,,,,
09/03/2013,24.8,21.2,30.2,10.9,,,,,,
10/03/2013,23.2,19.6,29.5,0.8,,,,,,
11/03/2013,17.8,12,27.5,0,,,,,,
12/03/2013,19.2,15.2,27.4,0,,,,,,
13/03/2013,17.1,14.3,23.2,,,,,,,
14/03/2013,14.6,9.8,,,,,,,,
15/03/2013,15.3,12.5,20.9,,,,,,,
16/03/2013,13.6,7.4,,,,,,,,
17/03/2013,15.9,12,19.8,,,,,,,
18/03/2013,18,13.8,,,,,,,,
19/03/2013,19.5,16.8,22.8,0,,,,,,
20/03/2013,19.7,18.6,23,0.3,,,,,,
21/03/2013,20.6,17.8,,4.1,,,,,,
22/03/2013,19,10.9,27.8,0,,,,,,
23/03/2013,19.4,16,,6.1,,,,,,
24/03/2013,20.9,15.8,,0.8,,,,,,
25/03/2013,21.3,16.9,26.3,4.1,,,,,,
26/03/2013,18.6,14.2,27.2,7.1,,,,,,
27/03/2013,18.6,13.2,25.3,0,,,,,,
28/03/2013,19.9,13.9,,,,,,,,
29/03/2013,21.4,15.9,,,,,,,,
30/03/2013,22.6,18.7,,,,,,,,
31/03/2013,23.1,19.6,,,,,,,,
01/04/2013,22,20.4,30,0.5,,,,,,
02/04/2013,20.8,18.9,24.5,159,,,,,,
03/04/2013,19.8,17.4,,36.1,,,,,,
04/04/2013,19.3,14.4,24,0,,,,,,
05/04/2013,20.9,14.4,,,,,,,,
06/04/2013,17.9,15,28.2,,,,,,,
07/04/2013,13.9,6.7,,0,,,,,,
08/04/2013,15.9,8.1,,,,,,,,
09/04/2013,17.4,11.5,24.6,,,,,,,
10/04/2013,18.8,16.2,24.6,,,,,,,
11/04/2013,19.1,16.6,21.1,17,,,,,,
12/04/2013,17.1,12.9,20.9,7.9,,,,,,
13/04/2013,13.4,7.4,21,0,,,,,,
14/04/2013,16.8,10.6,,,,,,,,
15/04/2013,19.7,13.1,,,,,,,,
16/04/2013,15.6,10.5,26.4,,,,,,,
17/04/2013,16.5,11.9,,,,,,,,
18/04/2013,18.8,11.9,,,,,,,,
19/04/2013,20.7,15.5,27.5,,,,,,,
20/04/2013,19.3,12.5,28.5,,,,,,,
21/04/2013,20.9,14.6,26.9,,,,,,,
22/04/2013,21.1,17,27.1,,,,,,,
23/04/2013,20.7,14.2,,,,,,,,
24/04/2013,20.2,15.2,28,,,,,,,
25/04/2013,21.4,16.1,,,,,,,,
26/04/2013,20.9,14.9,27,,,,,,,
27/04/2013,21.6,18.7,26.9,,,,,,,
28/04/2013,19.8,18,24.5,55.1,,,,,,
29/04/2013,17.3,13,22.6,0,,,,,,
30/04/2013,16.8,11.8,23.2,,,,,,,
01/05/2013,18.6,14.5,22.5,,,,,,,
02/05/2013,19.7,18.1,,0.8,,,,,,
03/05/2013,17.8,,22.5,10.9,,,,,,
04/05/2013,13.8,8.2,,9.9,,,,,,
05/05/2013,15.9,10.2,21.2,0,,,,,,
06/05/2013,17.1,11.6,,,,,,,,
07/05/2013,13.6,7,24.5,,,,,,,
08/05/2013,15.2,10.2,,,,,,,,
09/05/2013,18.6,11.6,23.8,,,,,,,
10/05/2013,19,15,,,,,,,,
11/05/2013,19.7,16.2,24.6,6.1,,,,,,
12/05/2013,15.5,10.2,24.2,0,,,,,,
13/05/2013,15.6,12,21.5,,,,,,,
14/05/2013,18.1,14.6,,,,,,,,
15/05/2013,9.9,7.8,22.8,39.9,,,,,,
16/05/2013,8.7,3.8,,0,,,,,,
17/05/2013,8.6,2.9,,,,,,,,
18/05/2013,10.9,7,15.5,,,,,,,
19/05/2013,11.6,10,,2,,,,,,
20/05/2013,11,7.8,,0,,,,,,
21/05/2013,10.4,5.5,,,,,,,,
22/05/2013,12.8,8,17.5,0,,,,,,
23/05/2013,14.3,11.7,,0,,,,,,
24/05/2013,13.7,9.4,,,,,,,,
25/05/2013,14.2,11.3,18.5,,,,,,,
26/05/2013,15.2,11.3,,,,,,,,
27/05/2013,14.2,8.6,19.6,,,,,,,
28/05/2013,16.2,10.8,19.9,,,,,,,
29/05/2013,14.1,11.7,,,,,,,,
30/05/2013,13,6.9,19.3,,,,,,,
31/05/2013,15.8,8.5,19.6,,,,,,,
01/06/2013,15,7.8,,0.3,,,,,,
02/06/2013,13.9,10.2,20.9,0,,,,,,
03/06/2013,14.1,9.6,,,,,,,,
04/06/2013,15.6,11.5,,,,,,,,
05/06/2013,15.6,10.5,,,,,,,,
06/06/2013,12,6.8,24.8,,,,,,,
07/06/2013,12.8,7.8,,,,,,,,
08/06/2013,11.5,5.5,19.5,,,,,,,
09/06/2013,13.3,7.2,,0.8,,,,,,
10/06/2013,15.3,12.2,,4.1,,,,,,
11/06/2013,14.8,11,,0,,,,,,
12/06/2013,18.2,12.8,,,,,,,,
13/06/2013,20.4,15,,,,,,,,
14/06/2013,13.9,10.3,25,,,,,,,
15/06/2013,11.2,8.9,14.2,,,,,,,
16/06/2013,11.7,9.1,14.3,,,,,,,
17/06/2013,8.5,3,,,,,,,,
18/06/2013,11.3,4.7,,,,,,,,
19/06/2013,7.1,2.2,15.9,,,,,,,
20/06/2013,5.9,0.9,,,,,,,,
21/06/2013,6.8,1.6,,,,,,,,
22/06/2013,10.6,2.9,15.4,0,,,,,,
23/06/2013,9.2,5.1,14.6,,,,,,,
24/06/2013,9.1,5.1,13.5,,,,,,,
25/06/2013,9.6,5.5,14,,,,,,,
26/06/2013,10.2,4.6,,,,,,,,
27/06/2013,12.8,6.7,18.1,,,,,,,
28/06/2013,13.5,9.5,17.9,,,,,,,
29/06/2013,12.9,8.6,,0,,,,,,
30/06/2013,10.1,5.1,19,0,,,,,,
01/07/2013,10.7,5.2,17.1,,,,,,,
02/07/2013,14.3,6.2,,,,,,,,
03/07/2013,15.5,10.6,,,,,,,,
04/07/2013,16.4,11.8,21.3,,170,,,,,
05/07/2013,14.9,13.9,18.1,,,,,,,
06/07/2013,14.4,,15.8,0.3,,,,,,
07/07/2013,9.4,5,16.6,0,,,,,,
08/07/2013,7.6,2.9,12.8,,,,,,,
09/07/2013,9.7,4.6,13,,,,,,,
10/07/2013,12.1,8.3,,19.1,,,,,,
11/07/2013,16.3,11.4,18,49,,,,,,
12/07/2013,12.2,10.6,17.8,22.1,,,,,,
13/07/2013,12.6,10.2,,0,,,,,,
14/07/2013,11.7,9.5,16.9,,,,,,,
