date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
15/07/2013,8.8,3.2,,,,,,,,
16/07/2013,14.1,3.8,,,,,,,,
17/07/2013,16.5,10,22.9,,,,,,,
18/07/2013,11.4,5.8,23.3,0.5,,,,,,
19/07/2013,6.1,2.5,15.6,0,,,,,,
20/07/2013,7.9,3.1,,,,,,,,
21/07/2013,4.3,1.4,13,,,,,,,
22/07/2013,4.7,1,,0,,,,,,
23/07/2013,6.7,1.4,,0,,,,,,
24/07/2013,7.4,1.4,,,,,,,,
25/07/2013,9.1,3.6,,,,,,,,
26/07/2013,11.1,7.2,16.5,,,,,,,
27/07/2013,14.3,8,,,,,,,,
28/07/2013,11.9,6.8,20.9,,,,,,,
29/07/2013,12.3,6.5,19.6,,,,,,,
30/07/2013,13.7,9.8,19.7,,,,,,,
31/07/2013,17.4,13.1,,,,,,,,
01/08/2013,12.1,10.5,21.5,,,,,,,
02/08/2013,9.7,8.4,11,,,,,,,
03/08/2013,9.3,5.5,,,,,,,,
04/08/2013,12,6.9,,,,,,,,
05/08/2013,14.1,9,,,,,,,,
06/08/2013,12.8,5.9,20.7,,,,,,,
07/08/2013,16.3,7.4,,,,,,,,
08/08/2013,14.1,11.7,23.5,,,,,,,
09/08/2013,10.3,3.9,17.5,,,,,,,
10/08/2013,9.4,4.2,15.5,,,,,,,
11/08/2013,11.2,7.2,,,,,,,,
12/08/2013,12.2,8,17.6,,,,,,,
13/08/2013,6.6,1.2,17,,,,,,,
14/08/2013,7.3,1.6,,,,,,,,
15/08/2013,9.4,5,,,,,,,,
16/08/2013,11.9,6.1,,,,,,,,
17/08/2013,10.7,7,20.1,,,,,,,
18/08/2013,12.8,9.3,,,,,,,,
19/08/2013,16.7,11,,,,,,,,
20/08/2013,17.1,11.3,23.8,,,,,,,
21/08/2013,17.9,14.8,25,17,,,,,,
22/08/2013,11.7,6.2,21.7,0,,,,,,
23/08/2013,6.4,1.9,,,,,,,,
24/08/2013,7.1,3.1,12,,,,,,,
25/08/2013,7.4,3,12,,,,,,,
26/08/2013,6.4,0.5,12.6,,,,,,,
27/08/2013,7.8,1.8,,0.3,,,,,,
28/08/2013,14.6,6.4,,0,,,,,,
29/08/2013,18.4,9.8,,,,,,,,
30/08/2013,18.8,12.6,26.4,,,,,,,
31/08/2013,19.7,13.5,25.5,,,,,,,
01/09/2013,18.9,11.4,,,,,,,,
02/09/2013,17.1,12.7,27.2,,,,,,,
03/09/2013,12.1,7.1,21,,,,,,,
04/09/2013,9.9,5.6,16.2,,,,,,,
05/09/2013,12.5,9.5,,,,,,,,
06/09/2013,15.8,9.3,,,,,,,,
07/09/2013,17.4,14.3,24.1,68.1,,,,,,
08/09/2013,17.7,12.5,,25.9,,,,,,
09/09/2013,19.8,15,25.8,0,,,,,,
10/09/2013,27.7,18.2,,,,,,,,
11/09/2013,25.5,23.4,35.3,,,,,,,
12/09/2013,17,,27.5,0,,,,,,
13/09/2013,11.1,9.5,19.6,3,,,,,,
14/09/2013,8.6,6.1,11.6,0,,,,,,
15/09/2013,8.5,6.4,11.5,0,,,,,,
16/09/2013,8.4,,11.2,26.9,,,,,,
17/09/2013,7.6,4.4,,40.9,,,,,,
18/09/2013,11,4.9,,0,,,,,,
19/09/2013,13.9,6.4,,,,,,,,
20/09/2013,16.1,12.1,21.9,,,,,,,
21/09/2013,12.3,9,20.9,,,,,,,
22/09/2013,10.5,7.6,17.6,5.1,,,,,,
23/09/2013,10.5,4.6,,0,,,,,,
24/09/2013,10.2,5.4,16.2,,,,,,,
25/09/2013,11.8,8.4,16.1,,,,,,,
26/09/2013,14.3,10.4,,,,,,,,
27/09/2013,15.1,11.3,19.4,,,,,,,
28/09/2013,15.6,14,20,0,,,,,,
29/09/2013,10.9,5.9,18.6,20.1,,,,,,
30/09/2013,11.3,6,14,2,,,,,,
01/10/2013,10.9,7.1,,0,,,,,,
02/10/2013,13,9.1,,,,,,,,
03/10/2013,14.7,12.2,17.8,,,,,,,
04/10/2013,15.4,12,,,,,,,,
05/10/2013,14,9.5,20.5,,,,,,,
06/10/2013,16.6,10.9,,,,,,,,
07/10/2013,18.2,13.6,,,,,,,,
08/10/2013,19.3,15,,,,,,,,
09/10/2013,20.7,15.8,25.3,,,,,,,
10/10/2013,18.5,14.2,25.5,9.9,,,,,,
11/10/2013,18.1,15.6,23.8,0,,,,,,
12/10/2013,17.6,15.9,,,,,,,,
13/10/2013,18.7,16.5,,,,,,,,
14/10/2013,20.1,14.8,,,,,,,,
15/10/2013,21.2,15,27.9,,,,,,,
16/10/2013,22.7,20,28.6,,,,,,,
17/10/2013,22.7,19.2,27.7,,,,,,,
18/10/2013,20,12.8,27.6,,,,,,,
19/10/2013,21.8,16,,,,,,,,
20/10/2013,21.9,17.8,27.8,7.9,,,,,,
21/10/2013,17.2,11.3,26,0.3,,,,,,
22/10/2013,16.4,12.4,20.8,0,,,,,,
23/10/2013,19.8,15.6,,,,,,,,
24/10/2013,14.1,7.8,24.9,1,,,,,,
25/10/2013,13.4,9.6,18.6,0,,,,,,
26/10/2013,17.8,13.1,,0,,,,,,
27/10/2013,18.1,14.3,25,0,,,,,,
28/10/2013,17.7,13,,,,,,,,
29/10/2013,20.6,15.8,,,,,,,,
30/10/2013,19.3,15.8,25.1,,,,,,,
31/10/2013,19.4,17.5,24.5,,,,,,,
01/11/2013,19.6,17.5,21,11.9,,,,,,
02/11/2013,17.8,15.8,,47,,,,,,
03/11/2013,16.6,12,,0,,,,,,
04/11/2013,16.6,11.2,24.6,,,,,,,
05/11/2013,18.4,13.8,,,,,,,,
06/11/2013,21.1,16.3,,,,,,,,
07/11/2013,19.2,,27.6,,,,,,,
08/11/2013,18.6,14.2,,,,,,,,
09/11/2013,20.4,15.5,,,,,,,,
10/11/2013,21.7,19,,,,,,,,
11/11/2013,19.9,,26.2,3,,,,,,
12/11/2013,21.6,14.6,,0,,,,,,
13/11/2013,21.4,15.5,29.5,,,,,,,
14/11/2013,26.2,19.2,,,,,,,,
15/11/2013,22.4,16,33.3,27.9,,,,,,
16/11/2013,18.4,10.5,,0,,,,,,
17/11/2013,21.8,16.9,,,,,,,,
18/11/2013,23.5,19.6,,,,,,,,
19/11/2013,20.5,17,29.2,,,,,,,
20/11/2013,19.6,16.2,,5.1,,,,,,
21/11/2013,21.1,16,,0,,,,,,
22/11/2013,22.2,18.2,,,,,,,,
23/11/2013,24,19,,,,,,,,
24/11/2013,25.9,21,,,,,,,,
25/11/2013,23.5,19.6,32.1,8.9,,,,,,
26/11/2013,18.2,15,25,0,,,,,,
27/11/2013,16.9,14,20.4,37.1,,,,,,
28/11/2013,19.1,11.1,,0.8,,,,,,
29/11/2013,21.1,16.3,29.6,0,,,,,,
30/11/2013,23.5,19.2,,,,,,,,
01/12/2013,25.2,21,30.8,,,,,,,
02/12/2013,26.8,20.3,,,,,,,,
03/12/2013,18.3,13.2,34.6,4.1,,,,,,
04/12/2013,22.3,14.5,,0,,,,,,
05/12/2013,21.8,17.1,33.4,,,,,,,
06/12/2013,19.4,11.5,25,,,,,,,
07/12/2013,24.1,17.3,,,,,,,,
08/12/2013,28.4,24,,,,,,,,
09/12/2013,23.6,20.6,34.5,3,,,,,,
10/12/2013,19.5,14.1,27.8,0,,,,,,
11/12/2013,21.9,18.1,,,,,,,,
12/12/2013,24.1,19.9,,,,,,,,
13/12/2013,26.3,20.3,,,,,,,,
14/12/2013,27.4,20,,,,,,,,
15/12/2013,29.4,24.7,35.2,,,,,,,
16/12/2013,28.2,23,34.9,0,,,,,,
17/12/2013,30.1,24.8,,,,,,,,
18/12/2013,27.9,24.4,36.5,,,,,,,
19/12/2013,25.9,23,32.8,0.3,,,,,,
20/12/2013,26.5,23.3,31,0,,,,,,
21/12/2013,26.9,22.2,,,,,,,,
22/12/2013,28.2,24.2,,,,,,,,
23/12/2013,29.3,24.8,,,,,,,,
24/12/2013,30.1,25,35.4,,,,,,,
25/12/2013,32.3,27.2,,,,,,,,
26/12/2013,31.9,27.1,38.1,,,,,,,
27/12/2013,28.3,24,39,1,,,,,,
28/12/2013,29.6,24,34,0,,,,,,
29/12/2013,31.1,26,,,,,,,,
30/12/2013,31.7,26.7,37.6,,,,,,,
31/12/2013,27.2,23.2,36.6,0,,,,,,
01/01/2014,28.1,23.1,,,,,,,,
02/01/2014,23,18,33.6,62,,,,,,
03/01/2014,20.3,13.8,28.3,15,,,,,,
04/01/2014,22.3,14.3,,0,,,,,,
05/01/2014,27.3,19.4,,,,,,,,
06/01/2014,29.5,24.2,,,,,,,,
07/01/2014,27.3,,35,,,,,,,
08/01/2014,23.3,17.6,28.5,,,,,,,
09/01/2014,26.2,21.2,,,,,,,,
10/01/2014,27.3,22,32.1,0.3,,,,,,
11/01/2014,22.6,16.5,32.6,0,,,,,,
12/01/2014,19.3,14.3,25.5,,,,,,,
13/01/2014,22.9,18.2,,,,,,,,
14/01/2014,25.2,21.6,,,,,,,,
15/01/2014,27.6,23.2,,,,,,,,
16/01/2014,30.1,25,,,,,,,,
17/01/2014,31,25,34.8,,,,,,,
18/01/2014,32.2,27.4,,,,,,,,
19/01/2014,27.8,21.5,38.4,2,,,,,,
20/01/2014,28.1,25,,0,,,,,,
21/01/2014,26.9,20.9,34.1,32,,,,,,
22/01/2014,26.9,20.9,,7.1,,,,,,
23/01/2014,31.8,26.7,,0,,,,,,
24/01/2014,22.4,16.7,37,50,,,,,,
25/01/2014,18,12,23.6,0,,,,,,
26/01/2014,21.4,17.4,,0,,,,,,
27/01/2014,24.8,21.4,,,,,,,,
28/01/2014,23.9,21.6,29.5,,,,,,,
29/01/2014,24.1,21.4,,37.1,,,,,,
30/01/2014,25.9,22.8,,0,,,,,,
31/01/2014,27.4,22.4,,,,,,,,
01/02/2014,24.1,21,34,0.5,,,,,,
02/02/2014,22.2,20.5,25.2,26.9,,,,,,
03/02/2014,21.6,18.9,25.5,14,,,,,,
04/02/2014,23.4,19.2,,1,,,,,,
05/02/2014,27.4,23.2,,0,,,,,,
06/02/2014,19.3,15.7,25.2,54.1,,,,,,
07/02/2014,22.2,17.4,,41.9,,,,,,
08/02/2014,25.8,21,,53.1,,,,,,
09/02/2014,23.4,20.8,33,29,,,,,,
10/02/2014,23.8,21.2,27.7,0,,,,,,
11/02/2014,22.8,,25.7,1,,,,,,
12/02/2014,23.1,17.9,,30,,,,,,
13/02/2014,22.7,20.1,28.2,0,,,,,,
14/02/2014,20.2,15.5,25,0.8,,,,,,
15/02/2014,20.8,,,0,,,,,,
16/02/2014,22.7,19.5,,,,,,,,
17/02/2014,24.1,21.4,,,,,,,,
18/02/2014,24.4,22.3,28.3,0,,,,,,
19/02/2014,24.6,22,29.4,3,,,,,,
20/02/2014,23.4,20.2,26.9,0,,,,,,
21/02/2014,23.1,19.9,28.1,,,,,,,
22/02/2014,23.4,19.4,29.4,,,,,,,
23/02/2014,23.4,17.5,27.5,,,,,,,
24/02/2014,24.1,18.8,,,,,,,,
25/02/2014,19.2,14.6,30.1,,,,,,,
26/02/2014,17.6,13.8,23,,,,,,,
27/02/2014,18.3,12.4,,,,,,,,
28/02/2014,20.1,14.6,24.8,,,,,,,
01/03/2014,21.3,17.8,24.7,,,,,,,
02/03/2014,20.8,15,25.2,,,,,,,
03/03/2014,21.8,20.1,26.2,,,,,,,
04/03/2014,21.6,18.5,,46,,,,,,
05/03/2014,22.7,18.4,,1,,,,,,
06/03/2014,22.4,19,29.7,0,,,,,,
07/03/2014,20.4,13,,,,,,,,
08/03/2014,22.2,16.1,28.3,,,,,,,
09/03/2014,22.1,18.6,27.5,,,,,,,
10/03/2014,18.4,14.4,26.4,1,,,,,,
11/03/2014,18.9,11,,0,,,,,,
12/03/2014,22.2,15.6,,,,,,,,
13/03/2014,23.5,19,28.9,,,,,,,
14/03/2014,22.2,21.2,28,,,,,,,
15/03/2014,21.6,,,,,,,,,
16/03/2014,22.1,16.3,,,,,,,,
17/03/2014,22.3,18.8,29.7,0,,,,,,
18/03/2014,16.5,11.8,25.6,,,,,,,
19/03/2014,17.2,13.6,21,15,,,,,,
20/03/2014,19.4,16.1,,0,,,,,,
21/03/2014,17.7,13,19.8,3,,,,,,
22/03/2014,14.8,8,,0,,,,,,
23/03/2014,17.2,11.8,,,,,,,,
24/03/2014,19.7,12.8,24.6,,,,,,,
25/03/2014,20.3,15.4,25.2,,,,,,,
26/03/2014,20.7,19,25.5,,,,,,,
27/03/2014,21.6,20.1,,0,,,,,,
28/03/2014,22.4,19,,11.9,,,,,,
29/03/2014,23.8,20,,0,,,,,,
30/03/2014,21.8,,29.2,19.1,,,,,,
31/03/2014,16.4,10.5,22.3,0,,,,,,
01/04/2014,19.1,13.9,,,,,,,,
02/04/2014,20.6,19,23.6,,,,,,,
03/04/2014,22.2,19.9,,,,,,,,
04/04/2014,23.8,20.6,,0.5,,,,,,
05/04/2014,21.7,,27.5,1,,,,,,
06/04/2014,22,19.8,,47,,,,,,
07/04/2014,22.4,21.8,24.1,0,,,,,,
08/04/2014,21.4,19.3,,61,,,,,,
09/04/2014,19.6,15.2,24.9,0,,,,,,
10/04/2014,17.6,13,25.2,,,,,,,
11/04/2014,16.3,12,24.3,,,,,,,
12/04/2014,15.3,,21,,,,,,,
13/04/2014,13.1,10.9,16.5,,,,,,,
14/04/2014,13.1,7.5,,,,,,,,
15/04/2014,14.9,10.5,,,,,,,,
16/04/2014,18.7,14.1,,,,,,,,
17/04/2014,18.5,14.5,24.2,,,,,,,
18/04/2014,14.4,7.6,24.4,,,,,,,
19/04/2014,14.7,8.8,,,,,,,,
20/04/2014,16.6,12,23.6,,,,,,,
21/04/2014,18.8,14.5,,,,,,,,
22/04/2014,15.5,10,24.7,,,,,,,
23/04/2014,15.4,10.2,,,,,,,,
24/04/2014,16.1,10.8,,,,,,,,
25/04/2014,16.8,15.6,23.1,,,,,,,
26/04/2014,16.2,13.5,,,,,,,,
27/04/2014,18.1,15,,,,,,,,
28/04/2014,19.3,15.5,,3,,,,,,
29/04/2014,16.8,15.4,23.5,0,,,,,,
30/04/2014,17.4,16,,14,,,,,,
01/05/2014,16.9,12.6,,0,,,,,,
02/05/2014,16.9,12.9,,,,,,,,
03/05/2014,19.1,14.1,22.9,,,,,,,
04/05/2014,17.3,13.5,19.2,0.5,,,,,,
05/05/2014,15.4,,19.4,0,,,,,,
06/05/2014,17,15,19.2,,,,,,,
07/05/2014,17.3,14.5,,,,,,,,
08/05/2014,15.3,11.9,21.8,,,,,,,
09/05/2014,15.4,11.6,,,,,,,,
10/05/2014,17.6,12.6,,,,,,,,
11/05/2014,16.6,14.7,21.6,4.1,,,,,,
12/05/2014,16.6,15.2,,7.1,,,,,,
13/05/2014,17,13.5,,1,,,,,,
14/05/2014,17.3,14,22.8,0,,,,,,
15/05/2014,17.9,14.9,20.7,52.1,,,,,,
16/05/2014,14.7,11.5,20.4,0,,,,,,
17/05/2014,14.6,9.5,18.2,3,,,,,,
18/05/2014,12.6,7.5,,0,,,,,,
19/05/2014,13.4,10.2,18.3,3,,,,,,
20/05/2014,12,9.6,17,0,,,,,,
21/05/2014,12.8,11.4,14.4,43.9,,,,,,
22/05/2014,11.2,9.4,14.3,20.1,,,,,,
23/05/2014,9.4,5.2,14,0.3,,,,,,
24/05/2014,10,5.2,,0,,,,,,
25/05/2014,11.9,7.2,,,,,,,,
26/05/2014,12.1,7.2,18.3,,,,,,,
27/05/2014,10.7,6,17.8,,,,,,,
28/05/2014,12.1,7.9,,,,,,,,
29/05/2014,14.2,10.6,,,,,,,,
30/05/2014,15.6,13.6,18.1,0,,,,,,
31/05/2014,15.1,,,0,,,,,,
01/06/2014,12.7,7,,,,,,,,
02/06/2014,13.3,8.2,21.1,,,,,,,
03/06/2014,14.5,10.8,21,,,,,,,
04/06/2014,14.3,11.7,19,,,,,,,
05/06/2014,12.5,8.2,,,,,,,,
06/06/2014,10.9,4.9,16.8,,,,,,,
07/06/2014,13.2,6.8,16.5,4.1,,,,,,
08/06/2014,10.2,4.4,,1,,,,,,
09/06/2014,14.2,6.6,,0,,,,,,
10/06/2014,13.7,9.4,20.2,,,,,,,
11/06/2014,14.6,12.5,19.5,1,,,,,,
12/06/2014,17.2,13,,20.1,,,,,,
13/06/2014,10.7,7,21,23.1,,,,,,
14/06/2014,7.8,3.5,14.7,0,,,,,,
15/06/2014,11.9,4,,,,,,,,
16/06/2014,13.9,10.4,,1,,,,,,
17/06/2014,9.3,5.4,18.8,0,,,,,,
18/06/2014,8.2,4.2,14.4,,,,,,,
19/06/2014,6.7,1.4,,,,,,,,
20/06/2014,10.8,2.2,,,,,,,,
21/06/2014,11.8,7.8,17.5,,,,,,,
22/06/2014,14.2,10.8,,0,,,,,,
23/06/2014,15.5,13.1,,0.3,,,,,,
24/06/2014,12.6,7.8,18.2,4.1,,,,,,
25/06/2014,10.6,7.1,17,0,,,,,,
26/06/2014,11.2,6.9,,,,,,,,
27/06/2014,10.4,5.5,,,,,,,,
28/06/2014,9.1,3.4,18,,,,,,,
29/06/2014,8.2,4.3,17.8,,,,,,,
30/06/2014,8.7,4.8,14.6,,,,,,,
01/07/2014,7.4,3.2,15,,,,,,,
02/07/2014,9.2,4.2,,,,,,,,
03/07/2014,12.6,4.2,,,,,,,,
04/07/2014,9.5,5.6,18.9,,,,,,,
05/07/2014,13.3,6.4,15.4,4.1,,,,,,
06/07/2014,,,,,,,,,,
07/07/2014,11.8,5.2,,0.3,,,,,,
08/07/2014,10.3,5.9,18.7,0,,,,,,
09/07/2014,10.7,6,,,,,,,,
10/07/2014,11.8,7.5,15.4,,,,,,,
11/07/2014,13.1,11.3,15.6,,,,,,,
12/07/2014,14.2,12.6,16,,,,,,,
13/07/2014,15.7,14.2,,52.1,,,,,,
14/07/2014,15.2,10.8,,0,,,,,,
15/07/2014,17.6,14.5,21.1,11.9,,,,,,
16/07/2014,12.2,8,17.8,1,,,,,,
17/07/2014,11.9,9.8,18,0,,,,,,
18/07/2014,11.6,7.6,,,,,,,,
19/07/2014,13.8,9,,,,,,,,
20/07/2014,15.9,10,22.2,,,,,,,
21/07/2014,15.6,11.6,21.8,,,,,,,
22/07/2014,15.5,13.1,21,38.1,,,,,,
23/07/2014,10.8,8.4,15.9,8.9,,,,,,
24/07/2014,9.1,3.2,,0,,,,,,
25/07/2014,9.6,5.3,,,,,,,,
26/07/2014,8.4,4.2,15.6,,,,,,,
27/07/2014,5.8,1.5,,,,,,,,
28/07/2014,11.1,3.8,,,,,,,,
29/07/2014,14.6,9.4,,,,,,,,
30/07/2014,16,9.5,,,,,,,,
31/07/2014,15.8,11.9,21.2,0,,,,,,
01/08/2014,17.8,15.2,,0,,,,,,
02/08/2014,18.2,14.6,,,,,,,,
03/08/2014,18.7,16,24,,,,,,,
04/08/2014,13.8,8,21.8,,,,,,,
05/08/2014,11.8,5.2,18.4,,,,,,,
06/08/2014,14,10.9,18.6,,,,,,,
07/08/2014,13.2,7.2,,0,,,,,,
08/08/2014,11.1,4.9,18.8,,,,,,,
09/08/2014,13.7,7,,,,,,,,
10/08/2014,15.2,11.1,19.8,,,,,,,
11/08/2014,10.3,5,19,,,,,,,
12/08/2014,10.4,5.5,,,,,,,,
13/08/2014,9.5,3.9,,,,,,,,
14/08/2014,11.8,5.8,17.3,,,,,,,
15/08/2014,13.3,8.6,18.8,,,,,,,
16/08/2014,14.6,10.4,,,,,,,,
17/08/2014,15.4,9.5,,,,,,,,
18/08/2014,20.2,13.8,,,,,,,,
19/08/2014,20.2,13.7,26.9,,,,,,,
20/08/2014,20,15.5,27,,,,,,,
21/08/2014,22.6,17.6,,,,,,,,
22/08/2014,22.5,18.8,30.6,,,,,,,
23/08/2014,21.9,17.7,,,,,,,,
24/08/2014,16.3,,29.7,7.1,,,,,,
25/08/2014,9.3,6.6,19.2,6.1,,,,,,
26/08/2014,9.2,7.1,,4.1,,,,,,
27/08/2014,9.3,4.5,,0,,,,,,
28/08/2014,9.1,5.1,15,,,,,,,
29/08/2014,12.6,6.5,,,,,,,,
30/08/2014,14.8,,,201.2,,,,,,
31/08/2014,17.3,10.5,,2,,,,,,
01/09/2014,14.2,10.6,24.3,0,,,,,,
02/09/2014,15.7,13,,9.9,,,,,,
03/09/2014,15.8,13.4,19.5,0,,,,,,
04/09/2014,17.3,15,,0,,,,,,
05/09/2014,16.6,14.6,19.7,17,,,,,,
06/09/2014,17.1,,,43.9,,,,,,
07/09/2014,15.9,10.2,,0,,,,,,
08/09/2014,18.5,12,,0,,,,,,
09/09/2014,18.2,,23.6,29,,,,,,
10/09/2014,13.6,6.8,,7.1,,,,,,
11/09/2014,14.2,8,,0,,,,,,
12/09/2014,15.1,9,,,,,,,,
13/09/2014,16,13,20.1,,,,,,,
14/09/2014,15.5,14,20,26.9,,,,,,
15/09/2014,15.3,10.2,,20.1,,,,,,
16/09/2014,13.6,6.9,21,0,,,,,,
17/09/2014,15.7,9.7,20,,,,,,,
18/09/2014,16.8,13.5,20.6,,,,,,,
19/09/2014,18.2,13.3,,,,,,,,
20/09/2014,17.7,13,,,,,,,,
21/09/2014,14.4,8.8,22.8,,,,,,,
22/09/2014,17.9,12.8,,,,,,,,
23/09/2014,16.5,13.6,22.9,,,,,,,
24/09/2014,15.1,8.2,,5.1,,,,,,
25/09/2014,17.4,14.1,23.6,0,,,,,,
26/09/2014,13.7,5.8,21.9,16,,,,,,
27/09/2014,13.7,6.5,20.1,0,,,,,,
28/09/2014,17.1,15,19.5,,,,,,,
29/09/2014,17,12,,,,,,,,
30/09/2014,18.1,15,,,,,,,,
01/10/2014,14.8,12.1,22.8,,,,,,,
02/10/2014,12.1,7.5,16.9,,,,,,,
03/10/2014,14.9,11.8,16.2,,,,,,,
04/10/2014,16.4,13.9,,5.1,,,,,,
05/10/2014,17.1,15,19.6,8.9,,,,,,
06/10/2014,17.3,14,,39.1,,,,,,
07/10/2014,19.1,12.8,,0,,,,,,
08/10/2014,21.6,17.1,27.4,,,,,,,
09/10/2014,20.6,,26.4,27.9,,,,,,
10/10/2014,13.3,8.5,22.4,7.1,,,,,,
11/10/2014,14.3,9.2,,0,,,,,,
12/10/2014,16.6,12.6,,,,,,,,
13/10/2014,18.6,13.6,,,,,,,,
14/10/2014,20.1,14.3,,,,,,,,
15/10/2014,22,17.6,26.6,,,,,,,
16/10/2014,24.4,20.6,,0,,,,,,
17/10/2014,20.4,16.3,29.3,,,,,,,
18/10/2014,21.2,19.8,24.5,,,,,,,
19/10/2014,20.7,14.5,,0.5,,,,,,
20/10/2014,18.1,12,26.8,0,,,,,,
21/10/2014,22.3,17.2,,,,,,,,
22/10/2014,25.3,19.5,,,,,,,,
23/10/2014,26.1,20.9,31.8,,,,,,,
24/10/2014,25.2,20.6,30.7,,,,,,,
25/10/2014,25.1,21.6,30.5,,,,,,,
26/10/2014,26,21.2,,,,,,,,
27/10/2014,27.8,23,,,,,,,,
28/10/2014,21.1,17.4,35.6,,,,,,,
29/10/2014,18.9,15.6,26,132.1,,,,,,
30/10/2014,18.7,13,,21.1,,,,,,
31/10/2014,19.1,16.1,26.1,0,,,,,,
01/11/2014,14.6,12.5,23.3,5.1,,,,,,
02/11/2014,13.3,10,16.7,7.1,,,,,,
03/11/2014,16.2,14.4,,98,,,,,,
04/11/2014,16,10,,43.9,,,,,,
05/11/2014,17.4,10.5,,0,,,,,,
06/11/2014,20.2,16,,,,,,,,
07/11/2014,21.5,15,,,,,,,,
08/11/2014,22.1,15.2,,,,,,,,
09/11/2014,22.1,17.2,29.4,,,,,,,
10/11/2014,23.1,19.5,29,,,,,,,
11/11/2014,23.3,17.5,28.3,2,,,,,,
12/11/2014,21.8,19,29.1,0,,,,,,
13/11/2014,17.3,9.5,24.8,,,,,,,
14/11/2014,21,14.4,,,,,,,,
15/11/2014,25.8,18.6,,,,,,,,
16/11/2014,24.1,19.5,34.5,,,,,,,
17/11/2014,24.1,19.2,,,,,,,,
18/11/2014,26.3,20.6,,,,,,,,
19/11/2014,22.7,,32.6,2,,,,,,
20/11/2014,20.3,15,26,30,,,,,,
21/11/2014,19.2,,26.1,0,,,,,,
22/11/2014,18.2,13.3,,14,,,,,,
23/11/2014,22.3,16.4,,0,,,,,,
24/11/2014,22.5,20.8,29.8,,,,,,,
25/11/2014,19.9,14.5,24.5,,,,,,,
26/11/2014,20.6,15.5,,,,,,,,
27/11/2014,21.5,14.2,,,,,,,,
28/11/2014,24.6,20.4,,,,,,,,
29/11/2014,24.9,19.5,,,,,,,,
30/11/2014,17.6,,30.5,72.9,,,,,,
01/12/2014,16.3,12.1,,4.1,,,,,,
02/12/2014,18.5,14.5,,0,,,,,,
03/12/2014,21.4,13.3,,,,,,,,
04/12/2014,25.1,18.5,,,,,,,,
05/12/2014,26.5,20.6,32,,,,,,,
06/12/2014,27.6,19.8,,,,,,,,
07/12/2014,24.1,,33.9,,,,,,,
08/12/2014,21.5,16.6,,,,,,,,
09/12/2014,25.2,19.5,,,,,,,,
10/12/2014,22.3,19,30.5,25.9,,,,,,
11/12/2014,19.1,14,25.2,0,,,,,,
12/12/2014,22.2,18,,,,,,,,
13/12/2014,24,,,,,,,,,
14/12/2014,19.7,14.2,31.4,14,,,,,,
15/12/2014,21.6,17.9,,0,,,,,,
16/12/2014,23.1,20,26.1,0.3,,,,,,
17/12/2014,25.6,19.8,,0,,,,,,
18/12/2014,23.8,16.9,31.8,0.5,,,,,,
19/12/2014,28.6,22.4,,0,,,,,,
20/12/2014,24.2,,34.5,5.1,,,,,,
21/12/2014,19.4,13.6,26.8,7.9,,,,,,
22/12/2014,19.2,12.3,24.9,0,,,,,,
23/12/2014,19.6,11.9,,,,,,,,
24/12/2014,23,16.9,,,,,,,,
25/12/2014,25.7,20.8,,,,,,,,
26/12/2014,25.4,,31.1,,,,,,,
27/12/2014,24.8,19.6,30.5,,,,,,,
28/12/2014,25.8,21.3,,,,,,,,
29/12/2014,28.4,23.6,,,,,,,,
30/12/2014,27.1,,34.4,,,,,,,
31/12/2014,24.7,,32.5,0,,,,,,
01/01/2015,20.8,17.5,25.5,10.9,,,,,,
02/01/2015,19.8,13.1,,,,,,,,
03/01/2015,21.7,13.5,,,,,,,,
04/01/2015,21.1,14.5,30,,,,,,,
05/01/2015,24.9,19.9,,,,,,,,
06/01/2015,25.9,20.9,32.9,5.1,,,,,,
07/01/2015,24.2,19.9,,0,,,,,,
08/01/2015,26.8,21,,,,,,,,
09/01/2015,28.1,24.8,,8.9,,,,,,
10/01/2015,26.5,19.5,34.5,24.9,,,,,,
11/01/2015,28.9,23.8,,0,,,,,,
12/01/2015,28.9,20.5,,,,,,,,
13/01/2015,23.9,,36.5,5.1,,,,,,
14/01/2015,23.2,18.7,,42.9,,,,,,
15/01/2015,22.4,17.5,28.6,13,,,,,,
16/01/2015,26.8,20.6,,0,,,,,,
17/01/2015,23.5,18.5,33,1,,,,,,
18/01/2015,22.1,19.2,27.9,0,,,,,,
19/01/2015,21.4,19.4,25.2,17,,,,,,
20/01/2015,20,14.7,24.2,7.9,,,,,,
21/01/2015,21.5,16.6,,0,,,,,,
22/01/2015,23.6,20,,,,,,,,
23/01/2015,24.9,21.5,28.2,,,,,,,
24/01/2015,25.6,20.8,,,,,,,,
25/01/2015,27.3,21.3,,,,,,,,
26/01/2015,28.6,23.6,,1,,,,,,
27/01/2015,29.6,26,34.2,0,,,,,,
28/01/2015,24.3,,35.6,24.9,,,,,,
29/01/2015,19.6,14,,31,,,,,,
30/01/2015,20.5,16.4,25.1,0,,,,,,
31/01/2015,23.2,18.8,,,,,,,,
01/02/2015,25.1,21.4,,,,,,,,
02/02/2015,25.9,22.5,,,,,,,,
03/02/2015,25.3,23,30.5,,,,,,,
04/02/2015,25.8,23.5,,,,,,,,
