t,i,s,r
24.300000000000075,9.645966061923158,41.96001278006828,948.3940211580073
24.400000000000077,9.400253914574593,41.920079512998164,948.679666572426
24.500000000000078,9.160764724089214,41.88120011122055,948.9580351646889
24.60000000000008,8.927342738924166,41.84334600305789,949.2293112580167
24.70000000000008,8.69983600972549,41.806489429484685,949.4936745607886
24.800000000000082,8.478096301577919,41.7706034191416,949.7513002792792
24.900000000000084,8.261979008003493,41.73566176420685,950.0023592277884
25.000000000000085,8.051343066690203,41.70163899709157,950.2470179362169
25.100000000000087,7.846050876931051,41.66851036792701,950.4854387551406
25.200000000000088,7.645968218753046,41.636251822813236,950.7177799584324
25.30000000000009,7.4509641737149925,41.60483998279986,950.9441958434838
25.40000000000009,7.2609110473522875,41.574252123571036,951.1648368290754
25.500000000000092,7.075684293246393,41.544466155807875,951.3798495509444
25.600000000000094,6.895162438696184,41.51546060620268,951.5893769550999
25.700000000000095,6.719227011967965,41.48721459910053,951.7935583889303
25.800000000000097,6.547762471100607,41.459707838744755,951.9925296901533
25.900000000000098,6.380656134241974,41.43292059210379,952.186423273653
26.0000000000001,6.217798111492577,41.40683367225793,952.3753682162483
26.1000000000001,6.059081238232218,41.38142842232537,952.5594903394411
26.200000000000102,5.9044010099052535,41.356686699907726,952.7389122901858
26.300000000000104,5.7536555182400235,41.33259086203618,952.9137536197226
26.400000000000105,5.606745388877933,41.30912375060003,953.0841308605208
26.500000000000107,5.463573720387673,41.28626867824028,953.2501576013708
26.600000000000108,5.324046024640095,41.26400941469156,953.411944560667
26.70000000000011,5.188070168519279,41.24233017355633,953.569599657923
26.80000000000011,5.055556316945459,41.22121559949613,953.723228083557
26.900000000000112,4.926416877185551,41.200650755824924,953.8729323669882
27.000000000000114,4.800566444427171,41.18062111249062,954.0188124430808
27.100000000000115,4.677921748592187,41.16111253443097,954.1609657169755
27.200000000000117,4.558401602366024,41.142111270290954,954.2994871273416
27.300000000000118,4.441926850419144,41.12360394148901,954.4344692080905
27.40000000000012,4.328420319797321,41.10557753162015,954.5660021485812
27.50000000000012,4.217806771457564,41.08801937618433,954.6941738523568
27.600000000000122,4.110012852926793,41.070917152629,954.8190699944429
27.700000000000124,4.0049670520606035,41.054258870695136,954.940774077243
27.800000000000125,3.9025996518797337,41.03803286305643,955.0593674850626
27.900000000000126,3.8028426864621316,41.022227776241834,955.1749295372948
28.000000000000128,3.705629897868771,41.00683256183192,955.2875375402981
28.10000000000013,3.6108966940816853,40.991836467919846,955.3972668379972
28.20000000000013,3.518580107932973,40.97722903082826,955.5041908612375
28.300000000000132,3.4286187570038247,40.96300006707357,955.6083811759213
28.400000000000134,3.340952804472944,40.94913966556943,955.7099075299564
28.500000000000135,3.2555239208940283,40.935638180061666,955.808837899043
28.600000000000136,3.1722752468823048,40.922486221787004,955.9052385313295
28.700000000000138,3.0911513566904274,40.909674652348386,955.99917399096
28.80000000000014,3.0120982226543562,40.8971945767998,956.0907072005447
28.90000000000014,2.935063180490174,40.8850373369339,956.1798994825748
29.000000000000142,2.8599948954230974,40.87319450476591,956.2668105998099
29.100000000000144,2.786843329130285,40.86165787620751,956.3514987946611
29.200000000000145,2.715559707479344,40.85041946492465,956.4340208275948
29.300000000000146,2.646096489044774,40.839471496373505,956.5144320145805
29.400000000000148,2.5784073343849045,40.828806402008894,956.592786263605
29.50000000000015,2.5124470760621915,40.81841681365971,956.6691361102769
29.60000000000015,2.448171689390074,40.80829555806623,956.7435327525425
29.700000000000152,2.3855382638898894,40.79843565157412,956.8160260845348
29.800000000000153,2.3245049754416756,40.78883029498035,956.8866647295768
29.900000000000155,2.2650310591129847,40.7794728685263,956.9554960723596
30.000000000000156,2.2070767826501556,40.770356927033404,957.0225662903152
